relation_raw,category_50,category_simple
mediate changes in,Etiology_AssociatedWith,Liên quan
mediates,Etiology_AssociatedWith,Liên quan
mediates action by,Etiology_AssociatedWith,Liên quan
mediates actions by enhancement of,Etiology_AssociatedWith,Liên quan
mediates actions on,Etiology_AssociatedWith,Liên quan
mediates effects through,Etiology_AssociatedWith,Liên quan
mediates pharmacodynamics through,Etiology_AssociatedWith,Liên quan
merged with,Etiology_AssociatedWith,Liên quan
metabolized by,PK_Metabolism,Chuyển hóa
metabolized to,PK_Metabolism,Chuyển hóa
might not cause,Etiology_AssociatedWith,Liên quan
mimics,MoA_ModulationOther,Điều hòa khác
mimics actions of,MoA_ModulationOther,Điều hòa khác
mimics the action of,MoA_ModulationOther,Điều hòa khác
minimize,Etiology_AssociatedWith,Liên quan
minimizes,Etiology_AssociatedWith,Liên quan
mitigate,Etiology_AssociatedWith,Liên quan
mitigates,Etiology_AssociatedWith,Liên quan
modifies,Etiology_AssociatedWith,Liên quan
modifies the activity of,Etiology_AssociatedWith,Liên quan
modifies the metabolism of,Etiology_AssociatedWith,Liên quan
modulate,MoA_ModulationOther,Điều hòa khác
modulates,MoA_ModulationOther,Điều hòa khác
modulates effects of,MoA_ModulationOther,Điều hòa khác
modulates the action of,MoA_ModulationOther,Điều hòa khác
modulates the release of,MoA_ModulationOther,Điều hòa khác
monitor,Treatment_ManagementCare,Theo dõi / chăm sóc
monitors for,Etiology_AssociatedWith,Liên quan
most cases reported in,Epidemiology_PrevalenceIncidence,Tần suất mắc
must be,Etiology_AssociatedWith,Liên quan
must be monitored in,Etiology_AssociatedWith,Liên quan
must be treated,Treatment_IndicationUse,Điều trị / chỉ định
must be used under,Etiology_AssociatedWith,Liên quan
must be used with,Safety_WarningCaution,Cảnh báo
must enroll in,Etiology_AssociatedWith,Liên quan
mutation is responsible for,Genetics_Mutation,Đột biến
necessitate,Etiology_AssociatedWith,Liên quan
necessitates,Etiology_AssociatedWith,Liên quan
need,Etiology_AssociatedWith,Liên quan
needs,Etiology_AssociatedWith,Liên quan
needs further,Etiology_AssociatedWith,Liên quan
needs further research for,Etiology_AssociatedWith,Liên quan
needs further research to,Etiology_AssociatedWith,Liên quan
needs further research to characterize,Etiology_AssociatedWith,Liên quan
needs further research to understand,Etiology_AssociatedWith,Liên quan
neutralizes,MoA_InhibitionBlockade,Ức chế
no specific treatment for,Treatment_IndicationUse,Điều trị / chỉ định
normalizes,Etiology_AssociatedWith,Liên quan
normalizes dopamine activity in,Etiology_AssociatedWith,Liên quan
not yet approved by,Regulatory_Status,Trạng thái phê duyệt
observed on,Etiology_AssociatedWith,Liên quan
obstruct,Etiology_AssociatedWith,Liên quan
obtained,Etiology_AssociatedWith,Liên quan
occasionally accompanied by,Etiology_AssociatedWith,Liên quan
occur as a result of,Etiology_AssociatedWith,Liên quan
occur in,Etiology_AssociatedWith,Liên quan
occur in approximately,Etiology_AssociatedWith,Liên quan
occur on,Etiology_AssociatedWith,Liên quan
occur over,Etiology_AssociatedWith,Liên quan
occur when there is,Etiology_AssociatedWith,Liên quan
occur within,Anatomy_SpatialRelation,Vị trí tương đối
occurred in,Etiology_AssociatedWith,Liên quan
occurs,Etiology_AssociatedWith,Liên quan
occurs after,Etiology_AssociatedWith,Liên quan
occurs along the,Etiology_AssociatedWith,Liên quan
occurs as a result of mutations in,Genetics_Mutation,Đột biến
occurs at,Etiology_AssociatedWith,Liên quan
occurs at higher rates in,Epidemiology_PrevalenceIncidence,Tần suất mắc
occurs before,Etiology_AssociatedWith,Liên quan
occurs between,Anatomy_SpatialRelation,Vị trí tương đối
occurs between the ages of,Anatomy_SpatialRelation,Vị trí tương đối
occurs by way of,Etiology_AssociatedWith,Liên quan
occurs due to,Etiology_CausedBy,Do nguyên nhân
occurs during,Etiology_AssociatedWith,Liên quan
occurs equally among,Etiology_AssociatedWith,Liên quan
occurs equally in,Etiology_AssociatedWith,Liên quan
occurs following,Etiology_AssociatedWith,Liên quan
occurs from,Etiology_AssociatedWith,Liên quan
occurs in,Etiology_AssociatedWith,Liên quan
occurs in individuals aged,Etiology_AssociatedWith,Liên quan
occurs in individuals with,Etiology_AssociatedWith,Liên quan
occurs in patients with,Epidemiology_Demographics,Hay gặp ở nhóm
occurs less frequently in,Etiology_AssociatedWith,Liên quan
occurs more frequently in,Etiology_AssociatedWith,Liên quan
occurs more frequently than,Etiology_AssociatedWith,Liên quan
occurs particularly with,Etiology_AssociatedWith,Liên quan
occurs prior to,Etiology_AssociatedWith,Liên quan
occurs sporadically without,Etiology_AssociatedWith,Liên quan
occurs through,Etiology_AssociatedWith,Liên quan
occurs typically in,Etiology_AssociatedWith,Liên quan
occurs typically within,Anatomy_SpatialRelation,Vị trí tương đối
occurs when,Etiology_AssociatedWith,Liên quan
occurs with,Etiology_AssociatedWith,Liên quan
occurs within,Anatomy_SpatialRelation,Vị trí tương đối
of,Etiology_AssociatedWith,Liên quan
off-label use,Etiology_AssociatedWith,Liên quan
offers,Etiology_AssociatedWith,Liên quan
offers an alternative to,Etiology_AssociatedWith,Liên quan
offers protection against,Etiology_AssociatedWith,Liên quan
often accompanied by,Etiology_AssociatedWith,Liên quan
often affects,Etiology_AssociatedWith,Liên quan
often begins in,Temporal_OnsetAge,Tuổi khởi phát
often complain of,Etiology_AssociatedWith,Liên quan
often display,Etiology_AssociatedWith,Liên quan
often ensues from,Etiology_AssociatedWith,Liên quan
often experience,Etiology_AssociatedWith,Liên quan
often experiences,Etiology_AssociatedWith,Liên quan
often include,Etiology_AssociatedWith,Liên quan
often involve,Etiology_AssociatedWith,Liên quan
often involves,Etiology_AssociatedWith,Liên quan
often necessitates,Etiology_AssociatedWith,Liên quan
often precedes,Etiology_AssociatedWith,Liên quan
often present between,Clinical_ManifestationPresentation,Biểu hiện
often present with,Clinical_ManifestationPresentation,Biểu hiện
often presents as,Clinical_ManifestationPresentation,Biểu hiện
often presents with,Clinical_ManifestationPresentation,Biểu hiện
often prompts,Etiology_AssociatedWith,Liên quan
often remain,Etiology_AssociatedWith,Liên quan
often require,Etiology_AssociatedWith,Liên quan
on,Etiology_AssociatedWith,Liên quan
onset of symptoms in,Clinical_ManifestationPresentation,Biểu hiện
optimizes,Etiology_AssociatedWith,Liên quan
originate from,Etiology_AssociatedWith,Liên quan
originate in,Etiology_AssociatedWith,Liên quan
originates from,Etiology_AssociatedWith,Liên quan
originates in,Etiology_AssociatedWith,Liên quan
originates predominantly in,Epidemiology_Demographics,Hay gặp ở nhóm
overcomes,Etiology_AssociatedWith,Liên quan
overlaps with,Etiology_AssociatedWith,Liên quan
parent-child,Etiology_AssociatedWith,Liên quan
partially reverses,Etiology_AssociatedWith,Liên quan
participate in,Etiology_AssociatedWith,Liên quan
participates in,Etiology_AssociatedWith,Liên quan
participates in the generation of,Etiology_AssociatedWith,Liên quan
particularly affects,Etiology_AssociatedWith,Liên quan
pathogenesis remains,Etiology_AssociatedWith,Liên quan
patients present with,Clinical_ManifestationPresentation,Biểu hiện
penetrates,PK_DistributionProteinBinding,Phân bố & gắn
perform,Etiology_AssociatedWith,Liên quan
persist for,Temporal_DurationResolution,Thời gian / hồi phục
persists into,Temporal_DurationResolution,Thời gian / hồi phục
persists throughout,Temporal_DurationResolution,Thời gian / hồi phục
phenotype present,Clinical_ManifestationPresentation,Biểu hiện
play a key role in,Etiology_AssociatedWith,Liên quan
play a role in,Etiology_AssociatedWith,Liên quan
play roles in,Etiology_AssociatedWith,Liên quan
plays a crucial role in,Etiology_AssociatedWith,Liên quan
plays a key role in,Etiology_AssociatedWith,Liên quan
plays a role as,Etiology_AssociatedWith,Liên quan
plays a role in,Etiology_AssociatedWith,Liên quan
plays a vital role in,Etiology_AssociatedWith,Liên quan
plays an important role in,Etiology_AssociatedWith,Liên quan
plays vital roles in,Etiology_AssociatedWith,Liên quan
pose a risk of,Etiology_AssociatedWith,Liên quan
poses,Etiology_AssociatedWith,Liên quan
poses a challenge for,Etiology_AssociatedWith,Liên quan
poses environmental concerns due to,Safety_WarningCaution,Cảnh báo
poses health concerns due to,Safety_WarningCaution,Cảnh báo
poses risks of,Etiology_AssociatedWith,Liên quan
possesses,Etiology_AssociatedWith,Liên quan
potentiates the activity of,MoA_ModulationOther,Điều hòa khác
potentiates the effect of,MoA_ModulationOther,Điều hòa khác
ppi,Etiology_AssociatedWith,Liên quan
precipitate,Etiology_AssociatedWith,Liên quan
precludes reduction with,Etiology_AssociatedWith,Liên quan
preconditions,Etiology_AssociatedWith,Liên quan
predisposes individuals to,Etiology_AssociatedWith,Liên quan
predominantly affect,Epidemiology_Demographics,Hay gặp ở nhóm
predominantly relaxes,Epidemiology_Demographics,Hay gặp ở nhóm
prepares,Etiology_AssociatedWith,Liên quan
present at birth with,Clinical_ManifestationPresentation,Biểu hiện
present symptoms such as,Clinical_ManifestationPresentation,Biểu hiện
present with,Clinical_ManifestationPresentation,Biểu hiện
present with symptoms including,Clinical_ManifestationPresentation,Biểu hiện
present with symptoms of,Clinical_ManifestationPresentation,Biểu hiện
present with symptoms such as,Clinical_ManifestationPresentation,Biểu hiện
presents,Clinical_ManifestationPresentation,Biểu hiện
presents a challenge for,Clinical_ManifestationPresentation,Biểu hiện
presents a distinct clinical profile,Clinical_ManifestationPresentation,Biểu hiện
presents along a clinical continuum with,Clinical_ManifestationPresentation,Biểu hiện
presents as,Clinical_ManifestationPresentation,Biểu hiện
presents at,Clinical_ManifestationPresentation,Biểu hiện
presents at birth as,Clinical_ManifestationPresentation,Biểu hiện
presents at birth with,Clinical_ManifestationPresentation,Biểu hiện
presents between,Clinical_ManifestationPresentation,Biểu hiện
presents binding to,Clinical_ManifestationPresentation,Biểu hiện
presents category of,Clinical_ManifestationPresentation,Biểu hiện
presents clinically with,Clinical_ManifestationPresentation,Biểu hiện
presents early in life with,Clinical_ManifestationPresentation,Biểu hiện
presents from,Clinical_ManifestationPresentation,Biểu hiện
presents in,Clinical_ManifestationPresentation,Biểu hiện
presents in forms of,Clinical_ManifestationPresentation,Biểu hiện
presents later with,Clinical_ManifestationPresentation,Biểu hiện
presents oxidative modification of,Clinical_ManifestationPresentation,Biểu hiện
presents similarly to,Clinical_ManifestationPresentation,Biểu hiện
presents structural similarities to,Clinical_ManifestationPresentation,Biểu hiện
presents symptoms during,Clinical_ManifestationPresentation,Biểu hiện
presents symptoms including,Clinical_ManifestationPresentation,Biểu hiện
presents symptoms of,Clinical_ManifestationPresentation,Biểu hiện
presents symptoms similar to,Clinical_ManifestationPresentation,Biểu hiện
presents symptoms such as,Clinical_ManifestationPresentation,Biểu hiện
presents typically between ages,Clinical_ManifestationPresentation,Biểu hiện
presents with,Clinical_ManifestationPresentation,Biểu hiện
presents with age at onset varying from,Clinical_ManifestationPresentation,Biểu hiện
presents with age at onset varying to,Clinical_ManifestationPresentation,Biểu hiện
presents with early signs of,Clinical_ManifestationPresentation,Biểu hiện
presents with features in,Clinical_ManifestationPresentation,Biểu hiện
presents with signs of,Clinical_ManifestationPresentation,Biểu hiện
presents with symptoms including,Clinical_ManifestationPresentation,Biểu hiện
presents with symptoms of,Clinical_ManifestationPresentation,Biểu hiện
presents with symptoms such as,Clinical_ManifestationPresentation,Biểu hiện
presents within,Clinical_ManifestationPresentation,Biểu hiện
presents without,Clinical_ManifestationPresentation,Biểu hiện
preserves,Etiology_AssociatedWith,Liên quan
prevalence rates vary depending on,Epidemiology_PrevalenceIncidence,Tần suất mắc
prevention of,Prevention_Prophylaxis,Phòng ngừa
prevents,Prevention_Prophylaxis,Phòng ngừa
prevents activation of,Prevention_Prophylaxis,Phòng ngừa
prevents binding of,Prevention_Prophylaxis,Phòng ngừa
prevents cleavage of,Prevention_Prophylaxis,Phòng ngừa
prevents contraction of,Prevention_Prophylaxis,Phòng ngừa
prevents incorporation into,Prevention_Prophylaxis,Phòng ngừa
prevents misfolding of,Prevention_Prophylaxis,Phòng ngừa
prevents re uptake of,Prevention_Prophylaxis,Phòng ngừa
prevents resorption by,Prevention_Prophylaxis,Phòng ngừa
prevents the addition of,Prevention_Prophylaxis,Phòng ngừa
prevents the breakdown of,Prevention_Prophylaxis,Phòng ngừa
prevents the carboxylation of,Prevention_Prophylaxis,Phòng ngừa
prevents the conversion of,Prevention_Prophylaxis,Phòng ngừa
prevents the formation of,Prevention_Prophylaxis,Phòng ngừa
prevents the synthesis of,Prevention_Prophylaxis,Phòng ngừa
prevents transcription of,Prevention_Prophylaxis,Phòng ngừa
primarily acts in,Etiology_AssociatedWith,Liên quan
primarily affect,Etiology_AssociatedWith,Liên quan
primarily affects,Epidemiology_Demographics,Hay gặp ở nhóm
primarily binds to,MoA_BindingAffinity,Gắn kết
primarily located in,Anatomy_LocatedIn,Nằm ở
primarily observed in,Etiology_AssociatedWith,Liên quan
produced by,Taxonomy_ProductOf,Tạo ra bởi
produced from,Etiology_AssociatedWith,Liên quan
produced in,Etiology_AssociatedWith,Liên quan
produced through,Etiology_AssociatedWith,Liên quan
produces,Etiology_AssociatedWith,Liên quan
produces a suppressive action of,Etiology_AssociatedWith,Liên quan
produces approximately,Etiology_AssociatedWith,Liên quan
produces effects in,Etiology_AssociatedWith,Liên quan
produces relaxation by affecting,Etiology_AssociatedWith,Liên quan
produces retention of,Etiology_AssociatedWith,Liên quan
progresses,Temporal_Progression,Tiến triển
progresses slowly over,Temporal_Progression,Tiến triển
progresses to,Temporal_Progression,Tiến triển
progresses to affect,Temporal_Progression,Tiến triển
progresses to involve,Temporal_Progression,Tiến triển
project to,Etiology_AssociatedWith,Liên quan
prolongs,Etiology_AssociatedWith,Liên quan
prolongs conduction in,Etiology_AssociatedWith,Liên quan
prolongs the duration of action of,Temporal_DurationResolution,Thời gian / hồi phục
promote,MoA_ModulationOther,Điều hòa khác
promotes,MoA_ModulationOther,Điều hòa khác
promotes and supports,MoA_ModulationOther,Điều hòa khác
promotes elimination by,PK_ExcretionClearance,Thải trừ
promotes formation of,MoA_ModulationOther,Điều hòa khác
promotes growth and multiplication of,MoA_ModulationOther,Điều hòa khác
promotes the activation of,MoA_ModulationOther,Điều hòa khác
promotes the release of,MoA_ModulationOther,Điều hòa khác
promotes the synthesis of,MoA_ModulationOther,Điều hòa khác
protects,Etiology_AssociatedWith,Liên quan
protects against,Etiology_AssociatedWith,Liên quan
protects cells against,Etiology_AssociatedWith,Liên quan
protects cells from,Etiology_AssociatedWith,Liên quan
protects the body from,Etiology_AssociatedWith,Liên quan
protects the eye from,Etiology_AssociatedWith,Liên quan
provides,Etiology_AssociatedWith,Liên quan
provides a source of,Etiology_AssociatedWith,Liên quan
provides a steady supply of,Etiology_AssociatedWith,Liên quan
provides definition for,Etiology_AssociatedWith,Liên quan
provides description for,Etiology_AssociatedWith,Liên quan
provides information on,Etiology_AssociatedWith,Liên quan
provides instructions for making,Etiology_AssociatedWith,Liên quan
provides relief for,Etiology_AssociatedWith,Liên quan
provides relief from,Etiology_AssociatedWith,Liên quan
provides relief of,Etiology_AssociatedWith,Liên quan
published,Etiology_AssociatedWith,Liên quan
raises concerns about,Safety_WarningCaution,Cảnh báo
range from,Etiology_AssociatedWith,Liên quan
ranges from,Etiology_AssociatedWith,Liên quan
reabsorbs,Etiology_AssociatedWith,Liên quan
reach,Etiology_AssociatedWith,Liên quan
reacts with,Etiology_AssociatedWith,Liên quan
received,Etiology_AssociatedWith,Liên quan
received approval in,Etiology_AssociatedWith,Liên quan
recommend,Etiology_AssociatedWith,Liên quan
recommended by,Etiology_AssociatedWith,Liên quan
recommends,Etiology_AssociatedWith,Liên quan
recommends using,Etiology_AssociatedWith,Liên quan
redistributes lead from,Etiology_AssociatedWith,Liên quan
reduce,MoA_ModulationOther,Điều hòa khác
reduces,MoA_ModulationOther,Điều hòa khác
reduces blurring on the,MoA_ModulationOther,Điều hòa khác
reduces concentrations of,MoA_ModulationOther,Điều hòa khác
reduces frequency of,MoA_ModulationOther,Điều hòa khác
reduces inflammation by inhibiting the production of,MoA_ModulationOther,Điều hòa khác
reduces lesion area in,MoA_ModulationOther,Điều hòa khác
reduces levels of,MoA_ModulationOther,Điều hòa khác
reduces release of,MoA_ModulationOther,Điều hòa khác
reduces risk for,MoA_ModulationOther,Điều hòa khác
reduces risk of,MoA_ModulationOther,Điều hòa khác
reduces secretion of,MoA_ModulationOther,Điều hòa khác
reduces secretion of gastric acid in,MoA_ModulationOther,Điều hòa khác
reduces symptoms of,Clinical_SymptomSign,Triệu chứng
reduces the amount of,MoA_ModulationOther,Điều hòa khác
reduces the conversion of,MoA_ModulationOther,Điều hòa khác
reduces the formation of,MoA_ModulationOther,Điều hòa khác
reduces the growth of,MoA_ModulationOther,Điều hòa khác
reduces the level of,MoA_ModulationOther,Điều hòa khác
reduces the production activity of,MoA_ModulationOther,Điều hòa khác
reduces the production of,MoA_ModulationOther,Điều hòa khác
reduces the risk of,Prevention_Prophylaxis,Phòng ngừa
reduces the risk of complications such as,Prevention_Prophylaxis,Phòng ngừa
reduces the synthesis of,MoA_ModulationOther,Điều hòa khác
reduces transcription of,MoA_ModulationOther,Điều hòa khác
reduction leads to,Etiology_AssociatedWith,Liên quan
referred to as,Alias_Name,Tên khác
refers to,Alias_Name,Tên khác
reflect,Etiology_AssociatedWith,Liên quan
regenerates,Etiology_AssociatedWith,Liên quan
regresses,Temporal_DurationResolution,Thời gian / hồi phục
regulate,Etiology_AssociatedWith,Liên quan
regulates,Etiology_AssociatedWith,Liên quan
related to,Etiology_AssociatedWith,Liên quan
relaxes,Etiology_AssociatedWith,Liên quan
release,Etiology_AssociatedWith,Liên quan
releases,Etiology_AssociatedWith,Liên quan
relies on,Etiology_AssociatedWith,Liên quan
relieves,Etiology_AssociatedWith,Liên quan
relieves symptoms of,Clinical_SymptomSign,Triệu chứng
relieves symptoms such as,Clinical_SymptomSign,Triệu chứng
rely on,Etiology_AssociatedWith,Liên quan
remains,Etiology_AssociatedWith,Liên quan
remains a challenge for,Etiology_AssociatedWith,Liên quan
remains a tool for,Etiology_AssociatedWith,Liên quan
remains a topic of debate due to,Etiology_CausedBy,Do nguyên nhân
remains an important consideration for,Etiology_AssociatedWith,Liên quan
remains an important part of,Taxonomy_PartOf,Thành phần của
remains effective against,Etiology_AssociatedWith,Liên quan
remains poorly understood since,Etiology_AssociatedWith,Liên quan
remains stable throughout,Etiology_AssociatedWith,Liên quan
removed from,Regulatory_Status,Trạng thái phê duyệt
removes,Etiology_AssociatedWith,Liên quan
replaces,Etiology_AssociatedWith,Liên quan
replenishes,Etiology_AssociatedWith,Liên quan
replicates,Etiology_AssociatedWith,Liên quan
reported in,Epidemiology_PrevalenceIncidence,Tần suất mắc
represent,Etiology_AssociatedWith,Liên quan
represents,Alias_Name,Tên khác
represents a variant of,Alias_Name,Tên khác
represents approximately,Alias_Name,Tên khác
represents the class of,Alias_Name,Tên khác
require,Etiology_AssociatedWith,Liên quan
require care from,Etiology_AssociatedWith,Liên quan
require monitoring for,Treatment_ManagementCare,Theo dõi / chăm sóc
requires,Etiology_AssociatedWith,Liên quan
requires a multidisciplinary team including,Treatment_ManagementCare,Theo dõi / chăm sóc
requires accurate diagnosis and prompt treatment to minimize,Treatment_IndicationUse,Điều trị / chỉ định
requires activation by,Etiology_AssociatedWith,Liên quan
requires attention from,Etiology_AssociatedWith,Liên quan
requires care from,Treatment_ManagementCare,Theo dõi / chăm sóc
requires co administration with,DrugInteraction,Tương tác thuốc
requires collaboration among,Etiology_AssociatedWith,Liên quan
requires collaboration with,Etiology_AssociatedWith,Liên quan
requires dosing,Treatment_DoseRegimen,Liều dùng
requires early detection of,Etiology_AssociatedWith,Liên quan
requires follow up by,Treatment_ManagementCare,Theo dõi / chăm sóc
requires follow up care for,Treatment_ManagementCare,Theo dõi / chăm sóc
requires further research for,Etiology_AssociatedWith,Liên quan
requires further research to,Etiology_AssociatedWith,Liên quan
requires further research to evaluate,Etiology_AssociatedWith,Liên quan
requires further research to understand,Etiology_AssociatedWith,Liên quan
requires hospitalization in,Etiology_AssociatedWith,Liên quan
requires investigation for,Etiology_AssociatedWith,Liên quan
requires management focused on,Treatment_ManagementCare,Theo dõi / chăm sóc
requires management for,Treatment_ManagementCare,Theo dõi / chăm sóc
requires management involving,Treatment_ManagementCare,Theo dõi / chăm sóc
requires management of,Treatment_ManagementCare,Theo dõi / chăm sóc
requires management options such as,Treatment_ManagementCare,Theo dõi / chăm sóc
requires management strategies including,Treatment_ManagementCare,Theo dõi / chăm sóc
requires monitoring and follow up with,Treatment_ManagementCare,Theo dõi / chăm sóc
requires monitoring by,Treatment_ManagementCare,Theo dõi / chăm sóc
requires monitoring for,Treatment_ManagementCare,Theo dõi / chăm sóc
requires monitoring of,Treatment_ManagementCare,Theo dõi / chăm sóc
requires prevention through,Prevention_Prophylaxis,Phòng ngừa
requires regular follow up with,Treatment_ManagementCare,Theo dõi / chăm sóc
requires treatment for,Treatment_IndicationUse,Điều trị / chỉ định
requires yearly evaluation of,Etiology_AssociatedWith,Liên quan
resembles,Etiology_AssociatedWith,Liên quan
resembles actions of,Etiology_AssociatedWith,Liên quan
resolve,Etiology_AssociatedWith,Liên quan
resolves,Temporal_DurationResolution,Thời gian / hồi phục
resolves within,Anatomy_SpatialRelation,Vị trí tương đối
responds well to,Etiology_AssociatedWith,Liên quan
responsible for,Etiology_AssociatedWith,Liên quan
restore,Etiology_AssociatedWith,Liên quan
restores,Etiology_AssociatedWith,Liên quan
restricts,Etiology_AssociatedWith,Liên quan
restricts accumulation of,Etiology_AssociatedWith,Liên quan
restricts outflow from,Etiology_AssociatedWith,Liên quan
result from,Etiology_CausedBy,Do nguyên nhân
result in,Etiology_AssociatedWith,Liên quan
result in the release of,Etiology_AssociatedWith,Liên quan
resulted in,Etiology_AssociatedWith,Liên quan
resulted in a decrease of,MoA_ModulationOther,Điều hòa khác
resulting from,Etiology_CausedBy,Do nguyên nhân
results from,Etiology_CausedBy,Do nguyên nhân
results from a mutation in,Genetics_Mutation,Đột biến
results from mutations in,Genetics_Mutation,Đột biến
results in,Etiology_AssociatedWith,Liên quan
results in a decrease in,MoA_ModulationOther,Điều hòa khác
results in a deficiency of,Diagnosis_LabFinding,Xét nghiệm
results in a reduction of,Etiology_AssociatedWith,Liên quan
results in active metabolites,Etiology_AssociatedWith,Liên quan
results in an increase in,MoA_ModulationOther,Điều hòa khác
results in an increase of,MoA_ModulationOther,Điều hòa khác
results in changes such as,Etiology_AssociatedWith,Liên quan
results in decreased,Etiology_AssociatedWith,Liên quan
results in decreased levels of,Etiology_AssociatedWith,Liên quan
results in depletion of,Etiology_AssociatedWith,Liên quan
results in formation of,Etiology_AssociatedWith,Liên quan
results in increased,Etiology_AssociatedWith,Liên quan
results in increased excretion of,PK_ExcretionClearance,Thải trừ
results in reduced production of,Etiology_AssociatedWith,Liên quan
results in symptoms such as,Clinical_SymptomSign,Triệu chứng
retains,Etiology_AssociatedWith,Liên quan
returns to,Etiology_AssociatedWith,Liên quan
reveal,Etiology_AssociatedWith,Liên quan
reveals,Etiology_AssociatedWith,Liên quan
reveals findings of,Etiology_AssociatedWith,Liên quan
reveals mutations in,Genetics_Mutation,Đột biến
rich in,Etiology_AssociatedWith,Liên quan
risks include,Etiology_AssociatedWith,Liên quan
runs from,Etiology_AssociatedWith,Liên quan
scavenges,Etiology_AssociatedWith,Liên quan
scores typically range from,Etiology_AssociatedWith,Liên quan
secreted by,Etiology_AssociatedWith,Liên quan
secretes,Etiology_AssociatedWith,Liên quan
seldom affects,Etiology_AssociatedWith,Liên quan
selectively binds to,MoA_BindingAffinity,Gắn kết
sensitizes,Etiology_AssociatedWith,Liên quan
serves as,Etiology_AssociatedWith,Liên quan
serves as a buffer for,Etiology_AssociatedWith,Liên quan
serves as a cofactor for,Etiology_AssociatedWith,Liên quan
serves as a precursor in,Etiology_AssociatedWith,Liên quan
serves as a precursor in the synthesis of,Etiology_AssociatedWith,Liên quan
serves as a precursor to,Etiology_AssociatedWith,Liên quan
serves as an intermediate in,Etiology_AssociatedWith,Liên quan
shared,Etiology_AssociatedWith,Liên quan
shares features with,Etiology_AssociatedWith,Liên quan
shares similarities with,Etiology_AssociatedWith,Liên quan
shortens,Etiology_AssociatedWith,Liên quan
should avoid,Safety_ContraindicationAvoid,Chống chỉ định
should be,Etiology_AssociatedWith,Liên quan
should be avoided due to,Etiology_CausedBy,Do nguyên nhân
should be avoided in,Etiology_AssociatedWith,Liên quan
should be avoided in patients with,Etiology_AssociatedWith,Liên quan
should be aware of,Etiology_AssociatedWith,Liên quan
should be considered in,Etiology_AssociatedWith,Liên quan
should be counselled regarding,Etiology_AssociatedWith,Liên quan
should be counselled regarding the risk of,Etiology_AssociatedWith,Liên quan
should be evaluated by,Etiology_AssociatedWith,Liên quan
should be limited to,Etiology_AssociatedWith,Liên quan
should be monitored for,Treatment_ManagementCare,Theo dõi / chăm sóc
should be monitored with,Treatment_ManagementCare,Theo dõi / chăm sóc
should be performed to evaluate,Etiology_AssociatedWith,Liên quan
should be reserved according to,Etiology_AssociatedWith,Liên quan
should be sought if,Etiology_AssociatedWith,Liên quan
should be stopped,Etiology_AssociatedWith,Liên quan
should be taken with,Etiology_AssociatedWith,Liên quan
should be treated,Treatment_IndicationUse,Điều trị / chỉ định
should be treated according to,Treatment_IndicationUse,Điều trị / chỉ định
should be used with caution during,Safety_WarningCaution,Cảnh báo
should be used with caution in,Safety_WarningCaution,Cảnh báo
should be used with caution in individuals with,Safety_WarningCaution,Cảnh báo
should be used with caution in patients with,Safety_WarningCaution,Cảnh báo
should carry,Etiology_AssociatedWith,Liên quan
should consider,Etiology_AssociatedWith,Liên quan
should consult,Treatment_ManagementCare,Theo dõi / chăm sóc
should consult with,Treatment_ManagementCare,Theo dõi / chăm sóc
should diagnose and manage,Treatment_ManagementCare,Theo dõi / chăm sóc
should discuss,Etiology_AssociatedWith,Liên quan
should include,Etiology_AssociatedWith,Liên quan
should monitor,Treatment_ManagementCare,Theo dõi / chăm sóc
should not be mixed with,Etiology_AssociatedWith,Liên quan
should not be used in,Safety_ContraindicationAvoid,Chống chỉ định
should not be used in patients with,Safety_ContraindicationAvoid,Chống chỉ định
should not take,Etiology_AssociatedWith,Liên quan
should not use,Etiology_AssociatedWith,Liên quan
should only be used in cases of,Epidemiology_PrevalenceIncidence,Tần suất mắc
should practice,Etiology_AssociatedWith,Liên quan
should prompt,Etiology_AssociatedWith,Liên quan
should receive evaluation by,Etiology_AssociatedWith,Liên quan
should rule out,Etiology_AssociatedWith,Liên quan
should seek,Etiology_AssociatedWith,Liên quan
should seek medical attention if,Etiology_AssociatedWith,Liên quan
should seek medical attention if they develop,Etiology_AssociatedWith,Liên quan
should undergo,Etiology_AssociatedWith,Liên quan
should use,Etiology_AssociatedWith,Liên quan
should wear,Etiology_AssociatedWith,Liên quan
should work closely with,Etiology_AssociatedWith,Liên quan
show,Etiology_AssociatedWith,Liên quan
showed synergistic effects when combined with,DrugInteraction,Tương tác thuốc
shown promise in,Etiology_AssociatedWith,Liên quan
shown to reduce,MoA_ModulationOther,Điều hòa khác
shows,Etiology_AssociatedWith,Liên quan
shows cytotoxic activity against,Etiology_AssociatedWith,Liên quan
shows findings of,Etiology_AssociatedWith,Liên quan
shows improvement in,Etiology_AssociatedWith,Liên quan
shows overlap with,Etiology_AssociatedWith,Liên quan
shows potential as,Etiology_AssociatedWith,Liên quan
shows promise for,Etiology_AssociatedWith,Liên quan
shows promise in,Etiology_AssociatedWith,Liên quan
shows promise in treating,Etiology_AssociatedWith,Liên quan
shows similar activity to,Etiology_AssociatedWith,Liên quan
shows strong,Etiology_AssociatedWith,Liên quan
shows symptoms of,Clinical_SymptomSign,Triệu chứng
shuttles,Etiology_AssociatedWith,Liên quan
side effect,Safety_AdverseEffect,Tác dụng phụ
